"customer_id";"first_name";"middle_name";"last_name";"address_line_1";"addess_line_2";"city";"state_province_code";"country_region_code";"state_name";"territory_name";"territory_group";"start_date";"end_date";"is_active"
"20699";"Hunter";"";"Wang";"3478 Glenwood Dr";"";"National City";"CA ";"US";"California";"Southwest";"North America";"2025-07-12";"";"1"
"20684";"Olivia";"A";"Lee";"4778 Geary Road";"";"La Jolla";"CA ";"US";"California";"Southwest";"North America";"2025-07-02";"";"1"
"20682";"John";"F";"Davis";"6011 Driftwood Dr.";"";"Grossmont";"CA ";"US";"California";"Southwest";"North America";"2025-06-18";"";"1"
"20659";"Xavier";"J";"Baker";"5271 St. George Court";"";"Imperial Beach";"CA ";"US";"California";"Southwest";"North America";"2025-12-02";"";"1"
"20651";"Timothy";"J";"Cooper";"3331 Buchanan St.";"";"Westminster";"BC ";"CA";"British Columbia";"Canada";"North America";"2024-05-12";"";"1"
"20650";"Bryan";"J";"Gray";"3852 Northridge Dr.";"";"Colma";"CA ";"US";"California";"Southwest";"North America";"2025-07-13";"";"1"
"20619";"Maurice";"C";"Raji";"8831 Cloverleaf Circle";"";"Seaford";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-10-13";"";"1"
"20618";"Marie";"V";"Rubio";"3563 Mulberry";"";"East Brisbane";"QLD";"AU";"Queensland";"Australia";"Pacific";"2025-02-10";"";"1"
"20617";"Chloe";"L";"Johnson";"8966 Keywood Ct";"";"Cranbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2023-11-27";"";"1"
"20610";"Jessie";"";"Zhou";"537 Panoramic Avenue";"";"Matraville";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2023-10-18";"";"1"
"20608";"Cara";"";"Hu";"7114 SeaView Court";"";"Sunbury";"VIC";"AU";"Victoria";"Australia";"Pacific";"2023-10-14";"";"1"
"20601";"Carrie";"R";"Munoz";"5558 Kaitlin Pl.";"";"Malabar";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2026-01-05";"";"1"
"20577";"Sheila";"";"Romero";"4864 A St.";"";"Milton Keynes";"ENG";"GB";"England";"United Kingdom";"Europe";"2023-12-07";"";"1"
"20552";"Heather";"E";"Liang";"6228 RaceCourt";"";"Milton Keynes";"ENG";"GB";"England";"United Kingdom";"Europe";"2023-05-09";"";"1"
"20550";"Mohamed";"";"Pal";"3633 Stratton Circle";"";"Cambridge";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-04-17";"";"1"
"20541";"Allison";"M";"Hernandez";"19 Fieldcrest Dr.";"";"Downey";"CA ";"US";"California";"Southwest";"North America";"2025-06-14";"";"1"
"20534";"Dalton";"W";"Lopez";"7412 N. Civic Drive";"";"Glendale";"CA ";"US";"California";"Southwest";"North America";"2025-08-26";"";"1"
"20533";"Luis";"";"Perry";"2268 Cobblestone Ct";"";"Downey";"CA ";"US";"California";"Southwest";"North America";"2025-07-12";"";"1"
"20510";"Caitlin";"";"Cox";"4696 Silver Oaks Place";"";"Lebanon";"OR ";"US";"Oregon";"Northwest";"North America";"2025-12-19";"";"1"
"20508";"Logan";"";"Robinson";"417 Mt. Alpine Pl.";"";"Sooke";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-12-08";"";"1"
"20501";"Morgan";"";"Nelson";"6682 B Way";"";"Sedro Woolley";"WA ";"US";"Washington";"Northwest";"North America";"2025-07-05";"";"1"
"22555";"Ethan";"";"Taylor";"11, avenue du Président-Kennedy";"";"Saint-Denis";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-08-23";"";"1"
"22554";"Gilbert";"";"Xu";"3128 Second Street";"";"York";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-02-16";"";"1"
"22546";"Nicholas";"L";"Jones";"1064 Slavio";"";"Lebanon";"OR ";"US";"Oregon";"Northwest";"North America";"2025-07-29";"";"1"
"22537";"Xavier";"L";"Jenkins";"Waldstr 76";"";"Paderborn";"NW ";"DE";"Nordrhein-Westfalen";"Germany";"Europe";"2025-11-21";"";"1"
"22529";"Ross";"";"Raman";"3534, rue des Grands Champs";"";"Lieusaint";"77 ";"FR";"Seine et Marne";"France";"Europe";"2025-07-17";"";"1"
"22521";"Christina";"K";"Rivera";"Lieblingsweg 345";"";"Frankfurt";"HE ";"DE";"Hessen";"Germany";"Europe";"2025-12-10";"";"1"
"22515";"Alexa";"";"Morris";"8818, avenue de Villiers";"";"Chatou";"78 ";"FR";"Yveline";"France";"Europe";"2025-07-18";"";"1"
"22504";"Arturo";"T";"Rai";"2405 Mission Drive";"";"Runcorn";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-08-06";"";"1"
"22495";"Andy";"";"Serrano";"62, route de Marseille";"";"Courbevoie";"92 ";"FR";"Hauts de Seine";"France";"Europe";"2025-07-12";"";"1"
"22487";"Jonathon";"B";"Gill";"8, avenue de l´ Union Centrale";"";"Tremblay-en-France";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-07-09";"";"1"
"22482";"Cassidy";"L";"Jenkins";"Zeiter Weg 9963";"";"Frankfurt";"HE ";"DE";"Hessen";"Germany";"Europe";"2025-12-16";"";"1"
"22481";"Erik";"A";"Ortega";"Nollendorfplatz 4662";"";"Stuttgart";"SL ";"DE";"Saarland";"Germany";"Europe";"2025-02-06";"";"1"
"22480";"Abby";"P";"Gonzalez";"2, rue Faubourg St Antoine";"";"Orly";"94 ";"FR";"Val de Marne";"France";"Europe";"2025-06-12";"";"1"
"22472";"Bridget";"H";"Sharma";"57, rue Lafayette";"";"Morangis";"91 ";"FR";"Essonne";"France";"Europe";"2025-06-14";"";"1"
"22471";"Joel";"";"Martinez";"244, rue Descartes";"";"Lieusaint";"77 ";"FR";"Seine et Marne";"France";"Europe";"2025-06-30";"";"1"
"22465";"Arturo";"";"Shan";"15, avenue de la Gare";"";"Suresnes";"92 ";"FR";"Hauts de Seine";"France";"Europe";"2025-03-29";"";"1"
"22457";"Kimberly";"J";"Cooper";"4275 Gumwood Dr";"";"Bury";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-03-31";"";"1"
"22456";"Brittney";"B";"Guo";"4820 N Larwin Ave.";"";"Warrington";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-09-24";"";"1"
"22454";"Rebekah";"E";"Raman";"566 Morgan Territory Rd.";"";"Maidenhead";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-10-15";"";"1"
"22421";"Barbara";"D";"Sharma";"1242 Frayne Lane";"";"Berkshire";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-05-14";"";"1"
"22420";"Richard";"L";"Moore";"82, avenue des Ternes";"";"Metz";"57 ";"FR";"Moselle";"France";"Europe";"2025-05-06";"";"1"
"22389";"Edwin";"S";"Luo";"Waldstr 992";"";"Ingolstadt";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-12-20";"";"1"
"22387";"Audrey";"S";"Romero";"Kulmer Straße 566";"";"Poing";"SL ";"DE";"Saarland";"Germany";"Europe";"2025-09-22";"";"1"
"22381";"Hunter";"B";"Patterson";"Galeriestr 229";"";"Hof";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-04-25";"";"1"
"22373";"Gabrielle";"";"Bell";"4068 Camelback Road";"";"Port Hammond";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-05-28";"";"1"
"22371";"Blake";"J";"Powell";"8764 Mt. Pisgah";"";"Newton";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-07-05";"";"1"
"22363";"Faith";"M";"Diaz";"8831 Lemonwood Drive";"";"Haney";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-06-03";"";"1"
"22362";"Austin";"";"Russell";"9641 M St.";"";"Coronado";"CA ";"US";"California";"Southwest";"North America";"2025-08-18";"";"1"
"22339";"Richard";"";"Nelson";"7970 Madrid";"";"Redmond";"WA ";"US";"Washington";"Northwest";"North America";"2025-07-09";"";"1"
"22337";"Haley";"L";"Jenkins";"5464 Janin Pl.";"";"Colma";"CA ";"US";"California";"Southwest";"North America";"2025-09-21";"";"1"
"22330";"Jose";"";"Walker";"3869 Adobe Dr.";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-01-05";"";"1"
"22328";"Grace";"D";"Anderson";"8826 Kinross Drive";"";"Burien";"WA ";"US";"Washington";"Northwest";"North America";"2025-01-16";"";"1"
"22323";"Erica";"C";"Liang";"2110321, boulevard Beau Marchais";"";"Les Ulis";"91 ";"FR";"Essonne";"France";"Europe";"2024-12-29";"";"1"
"22321";"Alan";"M";"Zeng";"6289 Duck Horn Court";"";"Woolston";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-07-20";"";"1"
"22312";"Kristi";"D";"Mehta";"281, rue de Varenne";"";"Orleans";"45 ";"FR";"Loiret";"France";"Europe";"2024-12-19";"";"1"
"22304";"Jaime";"";"Vazquez";"2974 Yolanda Circle";"";"London";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-06-29";"";"1"
"22298";"Marcus";"B";"Williams";"5050 Mt. Wilson Way";"";"Spring Valley";"CA ";"US";"California";"Southwest";"North America";"2025-07-01";"";"1"
"22281";"Alexia";"";"Diaz";"838 Monte Vista Road";"";"Woodland Hills";"CA ";"US";"California";"Southwest";"North America";"2025-01-23";"";"1"
"19371";"Roy";"";"Mehta";"Winter der Böck 8559";"";"Kiel";"SL ";"DE";"Saarland";"Germany";"Europe";"2025-10-08";"";"1"
"19348";"Ebony";"";"Raman";"2685 Keith Court";"";"Liverpool";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-02-04";"";"1"
"19337";"Bonnie";"";"Luo";"6133 Kenston Dr.";"";"Runcorn";"ENG";"GB";"England";"United Kingdom";"Europe";"2024-05-18";"";"1"
"19329";"Nancy";"K";"Srini";"Reiherweg 5944";"";"Hamburg";"HE ";"DE";"Hessen";"Germany";"Europe";"2023-02-03";"";"1"
"19315";"Devon";"C";"Sharma";"3450 Villageoaks Dr.";"";"Pantin";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2024-05-20";"";"1"
"19305";"Gabriella";"M";"Young";"880 South St.";"";"Billericay";"ENG";"GB";"England";"United Kingdom";"Europe";"2024-03-26";"";"1"
"19289";"Johnathan";"";"Patel";"Heiderplatz 662";"";"Saarbrücken";"SL ";"DE";"Saarland";"Germany";"Europe";"2024-11-03";"";"1"
"19288";"Candice";"";"Wang";"Carlsplatz 2";"";"München";"HH ";"DE";"Hamburg";"Germany";"Europe";"2024-11-04";"";"1"
"19281";"Mallory";"A";"Carlson";"54, avenue de Malakoff";"";"Saint Ouen";"41 ";"FR";"Loir et Cher";"France";"Europe";"2025-08-08";"";"1"
"19278";"Willie";"";"Sun";"551 Thors Bay Road";"";"Gateshead";"ENG";"GB";"England";"United Kingdom";"Europe";"2024-02-14";"";"1"
"19272";"Shaun";"N";"Andersen";"811, rue Basse-du-Rocher";"";"Saint Ouen";"17 ";"FR";"Charente-Maritime";"France";"Europe";"2025-06-06";"";"1"
"19256";"Abigail";"A";"Griffin";"93, impasse Ste-Madeleine";"";"Paris";"75 ";"FR";"Seine (Paris)";"France";"Europe";"2024-02-19";"";"1"
"19245";"Isaiah";"P";"King";"225 Piedmont";"";"Newport Beach";"CA ";"US";"California";"Southwest";"North America";"2025-06-13";"";"1"
"19239";"Jeremy";"D";"Alexander";"6288 Melody Dr.";"";"Redmond";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-27";"";"1"
"19230";"Joy";"";"Moreno";"7405 Dolores Way";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-11-28";"";"1"
"19211";"Anna";"";"Lee";"6650 Contuti Avenue";"";"Lakewood";"CA ";"US";"California";"Southwest";"North America";"2025-01-01";"";"1"
"19206";"Destiny";"T";"Cooper";"1371 Rogers Ave";"";"Imperial Beach";"CA ";"US";"California";"Southwest";"North America";"2025-09-16";"";"1"
"19204";"Sydney";"";"Evans";"1028 Green View Court";"";"Oregon City";"OR ";"US";"Oregon";"Northwest";"North America";"2025-09-22";"";"1"
"19188";"Dalton";"A";"Anderson";"Postfach 99 92 92";"";"Kassel";"HE ";"DE";"Hessen";"Germany";"Europe";"2024-08-26";"";"1"
"19180";"Joan";"";"Navarro";"4, rue des Berges";"";"Lieusaint";"77 ";"FR";"Seine et Marne";"France";"Europe";"2025-09-12";"";"1"
"19179";"Gloria";"V";"Sanz";"12, avenue du Port";"";"Sèvres";"92 ";"FR";"Hauts de Seine";"France";"Europe";"2025-10-14";"";"1"
"19155";"Caroline";"";"Flores";"1183 Royal Links Circle";"";"Grossmont";"CA ";"US";"California";"Southwest";"North America";"2025-04-12";"";"1"
"19153";"Dylan";"";"Griffin";"7422 Meadowbrook";"";"Torrance";"CA ";"US";"California";"Southwest";"North America";"2025-05-10";"";"1"
"19147";"Edward";"E";"Thomas";"9275 Westwood Way";"";"Royal Oak";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-13";"";"1"
"19139";"Oscar";"F";"Simmons";"9204 Park Highlands";"";"Everett";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-28";"";"1"
"19138";"Eric";"T";"Coleman";"6218 Alpine Rd";"";"Milwaukie";"OR ";"US";"Oregon";"Northwest";"North America";"2025-11-07";"";"1"
"19131";"Mason";"";"Blue";"2225 Ashford Court";"";"Bellingham";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-19";"";"1"
"19087";"Erica";"R";"Gao";"1433 Manila Avenue";"";"Cloverdale";"SA ";"AU";"South Australia";"Australia";"Pacific";"2025-01-08";"";"1"
"19081";"Leslie";"D";"Rubio";"Am Gallberg 2494";"";"Frankfurt";"HE ";"DE";"Hessen";"Germany";"Europe";"2025-10-14";"";"1"
"19064";"Veronica";"C";"Madan";"Celler Weg 2949";"";"Frankfurt";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-03-02";"";"1"
"19061";"Heather";"";"Gao";"98, place de la Concorde";"";"Paris";"75 ";"FR";"Seine (Paris)";"France";"Europe";"2025-07-17";"";"1"
"19047";"Sydney";"A";"Walker";"4691 West Street";"";"Gateshead";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-03-13";"";"1"
"19046";"Shawna";"F";"Raje";"Pascalstr 2";"";"Leipzig";"NW ";"DE";"Nordrhein-Westfalen";"Germany";"Europe";"2024-08-24";"";"1"
"19022";"Samantha";"L";"Wood";"152 Mill Road";"";"Grossmont";"CA ";"US";"California";"Southwest";"North America";"2025-09-08";"";"1"
"19013";"Amanda";"G";"Phillips";"9873 Willow Avenue";"";"Woodland Hills";"CA ";"US";"California";"Southwest";"North America";"2025-03-02";"";"1"
"19003";"Jared";"L";"Stewart";"8006 Mark Twain Dr.";"";"Novato";"CA ";"US";"California";"Southwest";"North America";"2025-11-29";"";"1"
"18994";"Jackson";"J";"Allen";"9890 Bloching Circle";"";"Issaquah";"WA ";"US";"Washington";"Northwest";"North America";"2025-10-14";"";"1"
"18988";"Courtney";"A";"Baker";"8727 Buena Vista Ave.";"";"Fremont";"CA ";"US";"California";"Southwest";"North America";"2025-10-09";"";"1"
"22379";"Fernando";"G";"Hayes";"98, rue Marbeuf";"";"Tremblay-en-France";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-10-07";"";"1"
"22372";"Melanie";"";"Perry";"9982 Fawn Glen Circle";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2025-02-12";"";"1"
"22365";"Sebastian";"C";"Richardson";"339 Norcross Lane";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2025-01-15";"";"1"
"22347";"Abigail";"F";"Long";"5652 East View Place";"";"West Covina";"CA ";"US";"California";"Southwest";"North America";"2025-08-26";"";"1"
"22332";"Brittany";"J";"Bennett";"9012 F St.";"";"Royal Oak";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-24";"";"1"
"22320";"Danny";"L";"Gill";"7172 Parkway Drive";"";"Berkshire";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-07-14";"";"1"
"22297";"Jasmine";"A";"Garcia";"7583 Green Hill Rd";"";"Redwood City";"CA ";"US";"California";"Southwest";"North America";"2025-05-24";"";"1"
"22279";"Riley";"";"Kelly";"5832 Dellwood Court";"";"Burlingame";"CA ";"US";"California";"Southwest";"North America";"2025-11-11";"";"1"
"22271";"Connor";"L";"Mitchell";"3946 Quigley Street";"";"Lincoln Acres";"CA ";"US";"California";"Southwest";"North America";"2025-05-27";"";"1"
"22254";"Fernando";"C";"Scott";"342 San Simeon";"";"Marysville";"WA ";"US";"Washington";"Northwest";"North America";"2024-12-21";"";"1"
"22236";"Jose";"D";"Gonzalez";"3648 Willow Drive";"";"Newport Beach";"CA ";"US";"California";"Southwest";"North America";"2025-12-04";"";"1"
"22223";"Gabrielle";"";"Parker";"6857 Medina Drive";"";"Mill Valley";"CA ";"US";"California";"Southwest";"North America";"2025-09-04";"";"1"
"22215";"Samuel";"R";"Lal";"488 Meadow Glen Way";"";"Lincoln Acres";"CA ";"US";"California";"Southwest";"North America";"2025-03-22";"";"1"
"22195";"Philip";"F";"Romero";"1960 Via Catanzaro";"";"Brisbane";"QLD";"AU";"Queensland";"Australia";"Pacific";"2024-03-13";"";"1"
"22187";"Hannah";"A";"Russell";"6318 Merriewood Dr.";"";"Corvallis";"OR ";"US";"Oregon";"Northwest";"North America";"2025-12-09";"";"1"
"22129";"Chloe";"L";"Hall";"4042 Shoenic";"";"Beverly Hills";"CA ";"US";"California";"Southwest";"North America";"2025-04-20";"";"1"
"22123";"Isabella";"";"Bailey";"1726 Hacienda";"";"Beverly Hills";"CA ";"US";"California";"Southwest";"North America";"2025-05-01";"";"1"
"22114";"Lucas";"L";"Martin";"191 Trail Way";"";"Cliffside";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-02-06";"";"1"
"22112";"Paige";"";"Reed";"1256 Orangewood Ave.";"";"Port Hammond";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-03-04";"";"1"
"22106";"Olivia";"";"Long";"1487 Franklin Canyon Road";"";"Palo Alto";"CA ";"US";"California";"Southwest";"North America";"2025-04-18";"";"1"
"22104";"Richard";"R";"Adams";"2284 Azalea Avenue";"";"Daly City";"CA ";"US";"California";"Southwest";"North America";"2025-04-14";"";"1"
"22079";"Katherine";"J";"Perez";"1935 Heavenly Drive";"";"N. Vancouver";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-09-16";"";"1"
"22078";"William";"R";"Martin";"7432 N. 17th St.";"";"Glendale";"CA ";"US";"California";"Southwest";"North America";"2025-04-05";"";"1"
"22061";"Jenny";"C";"Goel";"7156 Rose Dr.";"";"Cerritos";"CA ";"US";"California";"Southwest";"North America";"2025-12-03";"";"1"
"22046";"Jasmine";"E";"Sanders";"9783 Amaranth Way";"";"Walla Walla";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-13";"";"1"
"22037";"Angela";"S";"Gonzales";"3182 Glendale Ave";"";"Seattle";"WA ";"US";"Washington";"Northwest";"North America";"2025-08-22";"";"1"
"22031";"Jorge";"";"Cai";"7952 Quartermaster";"";"Wollongong";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-03-21";"";"1"
"22029";"Laura";"";"Gao";"82 Mt. Dell Dr.";"";"Silverwater";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-11-20";"";"1"
"22011";"Richard";"L";"Patterson";"5165 Wintergreen Court";"";"Redmond";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-06";"";"1"
"22005";"Pamela";"";"Mehta";"7633 Greenhills Circle";"";"Melbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-12-04";"";"1"
"22002";"Kristen";"L";"Chen";"1354 Helene Court";"";"Malabar";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-08-06";"";"1"
"21997";"Dennis";"";"Xu";"9707 Daffodil Drive";"";"Warrnambool";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-10-11";"";"1"
"21977";"Phillip";"J";"Malhotra";"9377 Detroit Ave";"";"St. Leonards";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-05-19";"";"1"
"21971";"Warren";"";"Shan";"6144 Rising Dawn Way";"";"Gold Coast";"QLD";"AU";"Queensland";"Australia";"Pacific";"2025-06-19";"";"1"
"21954";"Yolanda";"";"Andersen";"2368 Olivera Rd";"";"Hobart";"TAS";"AU";"Tasmania";"Australia";"Pacific";"2025-12-08";"";"1"
"21953";"Marvin";"K";"Vazquez";"2117 Mt Whitney";"";"Melton";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-03-29";"";"1"
"22292";"Stacy";"M";"Gomez";"3960 Thornhill Pl.";"";"Burbank";"CA ";"US";"California";"Southwest";"North America";"2025-06-03";"";"1"
"22269";"Caleb";"";"Yang";"2756 Sinclair Avenue";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-06-30";"";"1"
"22266";"Rachel";"";"Sanders";"7480 Linton Terr";"";"Newport Beach";"CA ";"US";"California";"Southwest";"North America";"2025-06-03";"";"1"
"22252";"Makayla";"";"Brooks";"6693 Ryan Rd";"";"Oak Bay";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-05-31";"";"1"
"22251";"Martha";"E";"She";"6827 Glaze Dr.";"";"Calgary";"AB ";"CA";"Alberta";"Canada";"North America";"2023-05-26";"";"1"
"22244";"Shelby";"B";"Howard";"6495 Army Dr";"";"Edmonds";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-13";"";"1"
"22233";"Xavier";"";"Martin";"4539 Leeds Ct";"";"Haney";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-04-25";"";"1"
"22227";"Barbara";"A";"Cai";"7521 Partridge Dr.";"";"Burbank";"CA ";"US";"California";"Southwest";"North America";"2025-03-03";"";"1"
"22224";"Katherine";"";"Alexander";"3675 Q St.";"";"Chula Vista";"CA ";"US";"California";"Southwest";"North America";"2025-05-18";"";"1"
"22209";"Cedric";"";"Shen";"3717 Via Cordona";"";"Port Macquarie";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-04-10";"";"1"
"22207";"Nancy";"L";"Sanchez";"7267 St. Raphael Drive";"";"Lane Cove";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-04-12";"";"1"
"22202";"Roberto";"A";"Diaz";"6161 Stimel Drive";"";"St. Leonards";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-04-14";"";"1"
"22200";"Martha";"";"Ye";"6584 Oak Leaf Ct";"";"Matraville";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-03-19";"";"1"
"22192";"Henry";"";"Zimmerman";"6855 Leewood Place";"";"Marysville";"WA ";"US";"Washington";"Northwest";"North America";"2025-06-01";"";"1"
"22166";"Katherine";"";"Gray";"4524 Ferndale Lane";"";"Yakima";"WA ";"US";"Washington";"Northwest";"North America";"2025-05-20";"";"1"
"22160";"Alex";"E";"Richardson";"2309 Mt. Olivet Ct.";"";"Portland";"OR ";"US";"Oregon";"Northwest";"North America";"2025-05-11";"";"1"
"22158";"Amber";"";"Phillips";"9445 Shady Ln.";"";"Beaverton";"OR ";"US";"Oregon";"Northwest";"North America";"2025-05-14";"";"1"
"22151";"Neil";"";"Jimenez";"6036 Park Glenn";"";"Cloverdale";"SA ";"AU";"South Australia";"Australia";"Pacific";"2025-08-16";"";"1"
"22142";"Nelson";"";"Alonso";"5608 Montanya Court";"";"Burlingame";"CA ";"US";"California";"Southwest";"North America";"2025-03-04";"";"1"
"22140";"Makayla";"L";"Sanchez";"5919 Maywood Lane";"";"Renton";"WA ";"US";"Washington";"Northwest";"North America";"2025-12-02";"";"1"
"22124";"Desiree";"J";"Alonso";"5785 Lislin Ct.";"";"Chicago";"IL ";"US";"Illinois";"Central";"North America";"2025-10-20";"";"1"
"22118";"Jennifer";"D";"Parker";"5772 Ridgewood Drive";"";"Vancouver";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-03-30";"";"1"
"22109";"Jonathan";"L";"Mitchell";"2595 Franklin Canyon Rd.";"";"Vancouver";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-02-24";"";"1"
"22101";"Carol";"P";"White";"9854 Martindale Drive";"";"Everett";"WA ";"US";"Washington";"Northwest";"North America";"2025-09-13";"";"1"
"22100";"Fernando";"";"Hall";"8886 Marsh Drive";"";"Port Hammond";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-07-16";"";"1"
"22090";"Alexandra";"E";"Miller";"328 Shelly Dr.";"";"West Covina";"CA ";"US";"California";"Southwest";"North America";"2025-01-17";"";"1"
"22074";"Richard";"";"Washington";"3069 Serpentine";"";"W. Linn";"OR ";"US";"Oregon";"Northwest";"North America";"2025-04-05";"";"1"
"22059";"Jonathan";"";"Johnson";"2559 Altura Drive";"";"Langley";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-03-09";"";"1"
"22051";"Lauren";"G";"Rogers";"7399 Pacific";"";"Bellingham";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-29";"";"1"
"22048";"Grace";"A";"Washington";"4698 Royal Oak Rd.";"";"San Francisco";"CA ";"US";"California";"Southwest";"North America";"2025-03-17";"";"1"
"22043";"Trinity";"";"Cox";"1820 Adobe St";"";"La Jolla";"CA ";"US";"California";"Southwest";"North America";"2025-03-14";"";"1"
"22040";"Devin";"";"Brown";"3435 San Simeon";"";"Woodland Hills";"CA ";"US";"California";"Southwest";"North America";"2025-04-23";"";"1"
"22034";"Seth";"H";"Clark";"8979 Adams Dr.";"";"Grossmont";"CA ";"US";"California";"Southwest";"North America";"2025-03-08";"";"1"
"22026";"Bridget";"";"Kennedy";"3376 Jacaranda Dr.";"";"Cliffside";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-08-06";"";"1"
"22023";"Rafael";"R";"Chen";"5932 Houston Ct.";"";"Beverly Hills";"CA ";"US";"California";"Southwest";"North America";"2025-02-25";"";"1"
"22015";"Mary";"";"Turner";"1178 Flora Ave.";"";"Shawnee";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-06-15";"";"1"
"22010";"Henry";"M";"Lopez";"8434 Balhan Court";"";"Burlingame";"CA ";"US";"California";"Southwest";"North America";"2025-10-05";"";"1"
"19137";"Eric";"";"Russell";"7632 Oxford Way";"";"Port Orchard";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-19";"";"1"
"19136";"Richard";"";"Cook";"1626 Green Valley Road";"";"Everett";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-10";"";"1"
"19121";"Kaitlyn";"F";"Blue";"3554 Trinity Ave";"";"Glendale";"CA ";"US";"California";"Southwest";"North America";"2025-03-11";"";"1"
"19113";"Aaron";"W";"Patterson";"7197 Fox Way";"";"Royal Oak";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-30";"";"1"
"19111";"Mariah";"L";"Kelly";"6231 All Ways Drive";"";"Torrance";"CA ";"US";"California";"Southwest";"North America";"2025-03-14";"";"1"
"19094";"Todd";"J";"Yang";"904 Bales Court";"";"Melbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2023-06-28";"";"1"
"19079";"Brett";"";"Lopez";"4, rue Léo Delibes";"";"Pantin";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-07-17";"";"1"
"19078";"Misty";"T";"She";"58, rue des Berges";"";"Drancy";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-02-27";"";"1"
"19070";"Kristopher";"M";"Garcia";"5665 Maywood Lane";"";"London";"ENG";"GB";"England";"United Kingdom";"Europe";"2024-11-22";"";"1"
"19069";"Thomas";"";"Hall";"811, rue Basse-du-Rocher";"";"Bobigny";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2023-12-18";"";"1"
